SEC_MOV_EX_REC,EJERCICIO,FECH_MOV,DOCU_TIPO,DOCU_NRO,JURISDICCION,CODIGO_AXT,IMPORTE
237065,2026,2026-02-20 00:00:00,GAN,1183,1110107000,74001,81606.6
237066,2026,2026-02-20 00:00:00,INGB,1184,1110107000,74004,54963.9
236802,2026,2026-02-09 00:00:00,GAN,1084,1110107000,74001,2510.82
236803,2026,2026-02-09 00:00:00,GAN,1017,1110107000,74001,15738.0
236804,2026,2026-02-09 00:00:00,INGB,1018,1110107000,74004,15442.8
236805,2026,2026-02-09 00:00:00,INGB,1095,1110107000,74004,9848.4
236806,2026,2026-02-09 00:00:00,GAN,1094,1110107000,74001,16414.0
236807,2026,2026-02-09 00:00:00,GAN,1097,1110107000,74001,18352.0
236808,2026,2026-02-09 00:00:00,INGB,1098,1110107000,74004,11011.2
236809,2026,2026-02-09 00:00:00,GAN,1099,1110107000,74001,16530.0
236810,2026,2026-02-09 00:00:00,INGB,1100,1110107000,74004,9918.0
237102,2026,2026-02-24 00:00:00,REDO,258,1110112000,71012,727776.0
237113,2026,2026-02-24 00:00:00,DIN,42,1110112000,71022,1000000.0
237062,2026,2026-02-20 00:00:00,GAN,693,1110107000,74001,9112.61
237063,2026,2026-02-20 00:00:00,SUSS.,1260,1110104000,74023,4654.24
237064,2026,2026-02-20 00:00:00,SUSS.,1259,1110104000,74023,3942.08
236796,2026,2026-02-06 00:00:00,GAN,1016,1110107000,74001,1520.66
236798,2026,2026-02-06 00:00:00,REDO,167,1110112000,71018,89100.0
236837,2026,2026-02-12 00:00:00,INGB,1105,1110107000,74004,2532.0
236838,2026,2026-02-12 00:00:00,INGB,1104,1110107000,74004,4392.0
236839,2026,2026-02-12 00:00:00,INGB,1103,1110107000,74004,608.0
236840,2026,2026-02-12 00:00:00,INGB,1145,1110107000,74004,3351.0
236841,2026,2026-02-12 00:00:00,INGB,1175,1110107000,74004,9718.8
236842,2026,2026-02-12 00:00:00,GAN,1174,1110107000,74001,16198.08
236843,2026,2026-02-12 00:00:00,INGB,1173,1110107000,74004,8532.3
236844,2026,2026-02-12 00:00:00,GAN,1172,1110107000,74001,14220.57
236845,2026,2026-02-12 00:00:00,INGB,1188,1110102000,74004,192.0
236846,2026,2026-02-12 00:00:00,REDO,200,1110112000,71021,130132.9
236847,2026,2026-02-12 00:00:00,IOMA,1191,1110105000,74007,56039.04
236848,2026,2026-02-12 00:00:00,IPS,1190,1110105000,74006,186796.8
236855,2026,2026-02-12 00:00:00,GAN,1194,1110104000,74001,14930.59
236856,2026,2026-02-12 00:00:00,INGB,1195,1110104000,74004,18099.6
236857,2026,2026-02-12 00:00:00,GAN,1192,1110104000,74001,4137.96
236858,2026,2026-02-12 00:00:00,INGB,1193,1110104000,74004,3004.1
236859,2026,2026-02-12 00:00:00,INGB,686,1110109000,74004,3529.4
236860,2026,2026-02-12 00:00:00,GAN,684,1110108000,74001,675.48
236861,2026,2026-02-12 00:00:00,GAN,1186,1110102000,74001,3428.69
236862,2026,2026-02-12 00:00:00,INGB,1187,1110102000,74004,2489.2
236863,2026,2026-02-12 00:00:00,GAN,685,1110109000,74001,4861.49
236864,2026,2026-02-12 00:00:00,INGB,596,1110107000,74004,2844.9
236865,2026,2026-02-12 00:00:00,GAN,688,1110107000,74001,7520.42
236866,2026,2026-02-12 00:00:00,GAN,1181,1110107000,74001,1961.52
236867,2026,2026-02-12 00:00:00,INGB,689,1110107000,74004,4512.2
236868,2026,2026-02-12 00:00:00,INGB,1182,1110107000,74004,5210.8
236869,2026,2026-02-12 00:00:00,GAN,595,1110107000,74001,4741.56
237548,2026,2026-03-06 00:00:00,GAN,1681,1110103000,74001,110882.32
237549,2026,2026-03-06 00:00:00,GAN,1102,1110118000,74001,9639.93
237550,2026,2026-03-06 00:00:00,REDO,324,1110112000,71018,96000.0
237587,2026,2026-03-10 00:00:00,GAN,1682,1110107000,74001,33000.0
237588,2026,2026-03-10 00:00:00,GAN,1685,1110106000,74001,1588065.12
237589,2026,2026-03-10 00:00:00,GAN,1683,1110106000,74001,102426.45
237590,2026,2026-03-10 00:00:00,INGB,1684,1110106000,74004,96141.6
237591,2026,2026-03-10 00:00:00,INGB,1686,1110106000,74004,1152935.2
237730,2026,2026-03-17 00:00:00,INGB,1771,1110107000,74004,1860.0
237731,2026,2026-03-17 00:00:00,GAN,1770,1110107000,74001,1860.0
237732,2026,2026-03-17 00:00:00,SUSS.,1772,1110107000,74023,930.0
237628,2026,2026-03-12 00:00:00,INGB,1679,1110109000,74004,26804.0
237629,2026,2026-03-12 00:00:00,SUSS.,1680,1110109000,74023,18460.12
237630,2026,2026-03-12 00:00:00,GAN,1678,1110109000,74001,6920.24
237654,2026,2026-03-13 00:00:00,INGB,1825,1110105000,74004,3890.4
237655,2026,2026-03-13 00:00:00,INGB,1800,1110112000,74004,30371.3
237656,2026,2026-03-13 00:00:00,GAN,1813,1110118000,74001,77700.79
237657,2026,2026-03-13 00:00:00,INGB,1814,1110118000,74004,26325.0
237658,2026,2026-03-13 00:00:00,SUSS.,1815,1110118000,74023,38850.4
237666,2026,2026-03-13 00:00:00,REDO,353,1110112000,72002,281683.17
237667,2026,2026-03-13 00:00:00,REDO,353,1110112000,72007,-273336.76
237668,2026,2026-03-13 00:00:00,REDO,361,1110112000,71018,89200.0
237561,2026,2026-03-09 00:00:00,GAN,1317,1110104000,74001,25350.36
237562,2026,2026-03-09 00:00:00,SUSS.,1318,1110104000,74023,12675.18
237563,2026,2026-03-09 00:00:00,GAN,1293,1110104000,74001,10189.04
237564,2026,2026-03-09 00:00:00,SUSS.,1294,1110104000,74023,15094.52
237566,2026,2026-03-09 00:00:00,GAN,1314,1110107000,74001,78481.2
237567,2026,2026-03-09 00:00:00,INGB,1315,1110107000,74004,65088.7
237568,2026,2026-03-09 00:00:00,SUSS.,1316,1110107000,74023,54240.6
237570,2026,2026-03-09 00:00:00,GAN,1306,1110104000,74001,2014.2
237571,2026,2026-03-09 00:00:00,SUSS.,1298,1110104000,74023,1193.62
237572,2026,2026-03-09 00:00:00,GAN,1304,1110104000,74001,2466.62
237573,2026,2026-03-09 00:00:00,SUSS.,1307,1110104000,74023,1007.1
237574,2026,2026-03-09 00:00:00,GAN,1310,1110104000,74001,7788.82
237575,2026,2026-03-09 00:00:00,SUSS.,1311,1110104000,74023,3894.41
237576,2026,2026-03-09 00:00:00,SUSS.,1299,1110104000,74023,591.3
237577,2026,2026-03-09 00:00:00,SUSS.,1305,1110104000,74023,1233.31
237578,2026,2026-03-09 00:00:00,GAN,1301,1110107000,74001,52497.5
237579,2026,2026-03-09 00:00:00,SUSS.,1303,1110107000,74023,34663.2
237580,2026,2026-03-09 00:00:00,INGB,1302,1110107000,74004,41595.8
237692,2026,2026-03-17 00:00:00,REDO,351,1110112000,71021,2312108.9
237693,2026,2026-03-17 00:00:00,INGB,1834,1110111000,74004,5260.0
237694,2026,2026-03-17 00:00:00,INGB,1836,1110104000,74004,10000.0
237695,2026,2026-03-17 00:00:00,INGB,1835,1110104000,74004,3400.0
237696,2026,2026-03-17 00:00:00,INGB,1837,1110104000,74004,800.0
237697,2026,2026-03-17 00:00:00,INGB,1839,1110104000,74004,320.0
237698,2026,2026-03-17 00:00:00,GAN,1626,1110107000,74001,1148.49
237699,2026,2026-03-17 00:00:00,GAN,1629,1110107000,74001,405.67
237700,2026,2026-03-17 00:00:00,GAN,1654,1110107000,74001,450.0
237701,2026,2026-03-17 00:00:00,GAN,1622,1110107000,74001,1645.09
237702,2026,2026-03-17 00:00:00,GAN,1630,1110107000,74001,663.0
237703,2026,2026-03-17 00:00:00,GAN,1658,1110107000,74001,1373.2
237704,2026,2026-03-17 00:00:00,GAN,1659,1110107000,74001,1473.01
237705,2026,2026-03-17 00:00:00,GAN,1624,1110107000,74001,943.66
237706,2026,2026-03-17 00:00:00,GAN,1651,1110107000,74001,924.0
237707,2026,2026-03-17 00:00:00,GAN,1656,1110107000,74001,1098.5
237708,2026,2026-03-17 00:00:00,SUSS.,1738,1110109000,74023,2561.98
237709,2026,2026-03-17 00:00:00,SUSS.,1736,1110118000,74023,2685.95
237710,2026,2026-03-17 00:00:00,INGB,1735,1110118000,74004,6500.0
237711,2026,2026-03-17 00:00:00,INGB,1737,1110109000,74004,6200.0
237712,2026,2026-03-17 00:00:00,INGB,1774,1110107000,74004,13808.0
237713,2026,2026-03-17 00:00:00,SUSS.,1775,1110107000,74023,6904.0
237714,2026,2026-03-17 00:00:00,GAN,1773,1110107000,74001,13808.0
237715,2026,2026-03-17 00:00:00,GAN,1725,1110107000,74001,1800.0
237716,2026,2026-03-17 00:00:00,GAN,641,1110107000,74001,1050.0
237717,2026,2026-03-17 00:00:00,GAN,642,1110107000,74001,8120.0
237718,2026,2026-03-17 00:00:00,GAN,664,1110107000,74001,8400.0
237719,2026,2026-03-17 00:00:00,INGB,665,1110107000,74004,4914.0
237720,2026,2026-03-17 00:00:00,INGB,667,1110107000,74004,3528.0
237721,2026,2026-03-17 00:00:00,GAN,670,1110107000,74001,3970.0
237722,2026,2026-03-17 00:00:00,INGB,640,1110107000,74004,4830.0
237723,2026,2026-03-17 00:00:00,GAN,666,1110107000,74001,5880.0
237724,2026,2026-03-17 00:00:00,GAN,637,1110107000,74001,1470.0
237725,2026,2026-03-17 00:00:00,GAN,639,1110107000,74001,8050.0
237726,2026,2026-03-17 00:00:00,GAN,661,1110107000,74001,7640.0
237727,2026,2026-03-17 00:00:00,INGB,662,1110107000,74004,4584.0
237728,2026,2026-03-17 00:00:00,INGB,643,1110107000,74004,4872.0
237729,2026,2026-03-17 00:00:00,REDO,374,1110112000,71018,125400.0
237581,2026,2026-03-09 00:00:00,INGB,1287,1110107000,74004,2896.0
237582,2026,2026-03-09 00:00:00,GAN,1286,1110107000,74001,42400.0
237512,2026,2026-03-05 00:00:00,SUSS.,1347,1110104000,74023,3161.45
237513,2026,2026-03-05 00:00:00,GAN,1348,1110104000,74001,61448.24
237514,2026,2026-03-05 00:00:00,GAN,1594,1110104000,74001,8817.45
237515,2026,2026-03-05 00:00:00,GAN,1596,1110104000,74001,6732.74
237516,2026,2026-03-05 00:00:00,GAN,1609,1110104000,74001,7406.03
237517,2026,2026-03-05 00:00:00,GAN,1615,1110104000,74001,9596.34
237518,2026,2026-03-05 00:00:00,GAN,1351,1110104000,74001,26944.66
237519,2026,2026-03-05 00:00:00,SUSS.,1597,1110104000,74023,3366.37
237520,2026,2026-03-05 00:00:00,INGB,1605,1110104000,74004,36174.5
237521,2026,2026-03-05 00:00:00,SUSS.,1600,1110104000,74023,24235.09
237522,2026,2026-03-05 00:00:00,SUSS.,1616,1110104000,74023,4798.17
237523,2026,2026-03-05 00:00:00,GAN,1346,1110104000,74001,6322.91
237524,2026,2026-03-05 00:00:00,INGB,1352,1110104000,74004,19561.8
237525,2026,2026-03-05 00:00:00,SUSS.,1595,1110104000,74023,4408.73
237526,2026,2026-03-05 00:00:00,SUSS.,1610,1110104000,74023,3703.02
237527,2026,2026-03-05 00:00:00,GAN,1611,1110104000,74001,9699.21
237528,2026,2026-03-05 00:00:00,GAN,1613,1110104000,74001,10046.39
237529,2026,2026-03-05 00:00:00,GAN,1344,1110104000,74001,9133.09
237530,2026,2026-03-05 00:00:00,GAN,1354,1110104000,74001,28487.9
237531,2026,2026-03-05 00:00:00,INGB,1355,1110104000,74004,20682.2
237532,2026,2026-03-05 00:00:00,SUSS.,1356,1110104000,74023,14243.95
237533,2026,2026-03-05 00:00:00,GAN,1607,1110104000,74001,6955.21
237534,2026,2026-03-05 00:00:00,SUSS.,1608,1110104000,74023,3477.6
237535,2026,2026-03-05 00:00:00,SUSS.,1612,1110104000,74023,4849.6
237536,2026,2026-03-05 00:00:00,SUSS.,1614,1110104000,74023,5023.2
237537,2026,2026-03-05 00:00:00,GAN,1617,1110104000,74001,18960.11
237538,2026,2026-03-05 00:00:00,SUSS.,1618,1110104000,74023,9480.05
237539,2026,2026-03-05 00:00:00,GAN,1598,1110104000,74001,48470.19
237540,2026,2026-03-05 00:00:00,GAN,1604,1110104000,74001,49827.2
237541,2026,2026-03-05 00:00:00,SUSS.,1606,1110104000,74023,24913.6
237542,2026,2026-03-05 00:00:00,SUSS.,1345,1110104000,74023,4566.55
237543,2026,2026-03-05 00:00:00,INGB,1349,1110104000,74004,44611.4
237544,2026,2026-03-05 00:00:00,SUSS.,1350,1110104000,74023,30724.12
237545,2026,2026-03-05 00:00:00,SUSS.,1353,1110104000,74023,13472.33
237546,2026,2026-03-05 00:00:00,INGB,1599,1110104000,74004,35189.3
236812,2026,2026-02-10 00:00:00,GAN,1091,1110107000,74001,6589.71
236813,2026,2026-02-10 00:00:00,GAN,1093,1110107000,74001,341.77
236814,2026,2026-02-10 00:00:00,GAN,1092,1110107000,74001,6251.5
236887,2026,2026-02-18 00:00:00,DIN,38,1110112000,71022,1130000.0
236888,2026,2026-02-18 00:00:00,DIN,38,1110112000,71022,1130000.0
236889,2026,2026-02-18 00:00:00,DIN,38,1110112000,71022,-1130000.0
236980,2026,2026-02-18 00:00:00,REDO,212,1110112000,71021,17258.4
237041,2026,2026-02-19 00:00:00,GAN,1217,1110112000,74001,49504.13
236799,2026,2026-02-09 00:00:00,INGB,1088,1110107000,74004,8712.0
236800,2026,2026-02-09 00:00:00,GAN,1087,1110107000,74001,4520.0
236801,2026,2026-02-09 00:00:00,REDO,180,1110112000,71021,6039.1
236811,2026,2026-02-09 00:00:00,REDO,191,1110112000,71018,73600.0
237042,2026,2026-02-19 00:00:00,INGB,1218,1110112000,74004,2880.0
237043,2026,2026-02-19 00:00:00,INGB,1216,1110118000,74004,4551.5
237067,2026,2026-02-20 00:00:00,REDO,251,1110112000,71018,120000.0
237070,2026,2026-02-20 00:00:00,REDO,247,1110112000,71012,567000.0
237071,2026,2026-02-20 00:00:00,REDO,247,1110112000,71012,-567000.0
237130,2026,2026-02-25 00:00:00,SUSS.,1222,1110107000,74023,316.7
237131,2026,2026-02-25 00:00:00,SUSS.,1225,1110107000,74023,1710.0
237132,2026,2026-02-25 00:00:00,GAN,1232,1110107000,74001,7205.0
237133,2026,2026-02-25 00:00:00,SUSS.,1239,1110107000,74023,57.19
237213,2026,2026-02-27 00:00:00,GAN,1324,1110104000,74001,102767.12
237214,2026,2026-02-27 00:00:00,GAN,1322,1110104000,74001,78522.7
237215,2026,2026-02-27 00:00:00,SUSS.,1323,1110104000,74023,49585.98
237216,2026,2026-02-27 00:00:00,SUSS.,1325,1110104000,74023,51383.56
236797,2026,2026-02-06 00:00:00,REDO,174,1110112000,71021,1556642.45
237482,2026,2026-03-04 00:00:00,GAN,1621,1110107000,74001,519.2
237483,2026,2026-03-04 00:00:00,GAN,1627,1110107000,74001,11864.68
237484,2026,2026-03-04 00:00:00,GAN,1649,1110107000,74001,462.44
237485,2026,2026-03-04 00:00:00,GAN,1653,1110107000,74001,945.41
237486,2026,2026-03-04 00:00:00,GAN,1628,1110107000,74001,9179.0
237487,2026,2026-03-04 00:00:00,GAN,1660,1110107000,74001,8235.49
237488,2026,2026-03-04 00:00:00,GAN,1620,1110107000,74001,9317.11
237489,2026,2026-03-04 00:00:00,GAN,1648,1110107000,74001,1072.69
237585,2026,2026-03-10 00:00:00,SUSS.,1687,1110101000,74023,2396.69
237597,2026,2026-03-12 00:00:00,GAN,1689,1110107000,74001,8600.0
237598,2026,2026-03-12 00:00:00,INGB,1690,1110107000,74004,2580.0
237599,2026,2026-03-12 00:00:00,INGB,1734,1110104000,74004,8694.0
237600,2026,2026-03-12 00:00:00,SUSS.,1699,1110106000,74023,220.7
237601,2026,2026-03-12 00:00:00,INGB,1698,1110106000,74004,160.2
237602,2026,2026-03-12 00:00:00,GAN,1731,1110103000,74001,101474.38
237603,2026,2026-03-12 00:00:00,INGB,1732,1110103000,74004,318168.0
237604,2026,2026-03-12 00:00:00,SUSS.,1733,1110103000,74023,65737.19
237605,2026,2026-03-12 00:00:00,INGB,1694,1110113000,74004,814.4
237606,2026,2026-03-12 00:00:00,INGB,1696,1110106000,74004,561.9
237607,2026,2026-03-12 00:00:00,SUSS.,1695,1110113000,74023,1121.85
237608,2026,2026-03-12 00:00:00,INGB,1700,1110113000,74004,427.1
237609,2026,2026-03-12 00:00:00,SUSS.,1701,1110113000,74023,588.36
237610,2026,2026-03-12 00:00:00,SUSS.,1697,1110106000,74023,774.08
237611,2026,2026-03-12 00:00:00,SUSS.,1670,1110107000,74023,11400.0
237612,2026,2026-03-12 00:00:00,GARAN,1671,1110107000,71001,40000.0
237689,2026,2026-03-16 00:00:00,INGB,1852,1110104000,74004,14740.3
237134,2026,2026-02-25 00:00:00,GAN,1237,1110107000,74001,2048.0
237135,2026,2026-02-25 00:00:00,SUSS.,1221,1110107000,74023,2280.0
237136,2026,2026-02-25 00:00:00,SUSS.,1231,1110107000,74023,3700.0
237137,2026,2026-02-25 00:00:00,SUSS.,1238,1110107000,74023,1024.0
237138,2026,2026-02-25 00:00:00,SUSS.,1224,1110107000,74023,1259.48
237139,2026,2026-02-25 00:00:00,GAN,1230,1110107000,74001,7399.99
237140,2026,2026-02-25 00:00:00,GAN,1234,1110107000,74001,770.26
237141,2026,2026-02-25 00:00:00,SUSS.,1233,1110107000,74023,3602.5
237142,2026,2026-02-25 00:00:00,SUSS.,1235,1110107000,74023,385.13
237143,2026,2026-02-25 00:00:00,SUSS.,1220,1110107000,74023,5269.01
237145,2026,2026-02-25 00:00:00,GAN,1278,1110107000,74001,15400.0
237151,2026,2026-02-25 00:00:00,REDO,265,1110112000,71012,-76500.0
237461,2026,2026-03-02 00:00:00,REDO,301,1110112000,71018,78000.0
236784,2026,2026-02-05 00:00:00,GAN,1002,1110107000,74001,29007.4
236785,2026,2026-02-05 00:00:00,GAN,476,1110112000,74001,1502.31
236786,2026,2026-02-05 00:00:00,GAN,475,1110107000,74001,34414.88
236787,2026,2026-02-05 00:00:00,INGB,998,1110107000,74004,3948.0
236788,2026,2026-02-05 00:00:00,GAN,1000,1110107000,74001,6560.0
236789,2026,2026-02-05 00:00:00,GAN,999,1110107000,74001,1980.0
236790,2026,2026-02-05 00:00:00,INGB,1001,1110107000,74004,3936.0
236791,2026,2026-02-05 00:00:00,GAN,1010,1110107000,74001,43848.0
236792,2026,2026-02-05 00:00:00,GAN,1011,1110107000,74001,228640.0
236793,2026,2026-02-05 00:00:00,SUSS.,1012,1110107000,74023,114320.0
236794,2026,2026-02-05 00:00:00,GAN,1009,1110107000,74001,41431.15
236873,2026,2026-02-13 00:00:00,EMBA,1212,1110108000,74003,132249.39
236874,2026,2026-02-13 00:00:00,EMBA,1213,1110105000,74003,45531.97
236875,2026,2026-02-13 00:00:00,EMBA,1210,1110104000,74003,152743.21
236876,2026,2026-02-13 00:00:00,EMBA,1211,1110118000,74003,32158.45
236878,2026,2026-02-13 00:00:00,REDO,223,1110112000,71017,1204992.0
237115,2026,2026-02-24 00:00:00,GAN,1096,1110107000,74001,2122.2
237116,2026,2026-02-24 00:00:00,GAN,1106,1110107000,74001,2363.82
237117,2026,2026-02-24 00:00:00,GAN,1276,1110107000,74001,389582.62
237118,2026,2026-02-24 00:00:00,SUSS.,1277,1110107000,74023,209791.31
237129,2026,2026-02-24 00:00:00,REDO,258,1110112000,71012,-727776.0
237144,2026,2026-02-25 00:00:00,REDO,271,1110112000,71021,2922069.81
237146,2026,2026-02-25 00:00:00,SUSS.,1281,1110107000,74023,99.8
237147,2026,2026-02-25 00:00:00,SUSS.,1280,1110107000,74023,81.1
237148,2026,2026-02-25 00:00:00,SUSS.,1279,1110107000,74023,4230.0
237462,2026,2026-03-03 00:00:00,REDO,295,1110112000,71021,788273.4
237463,2026,2026-03-03 00:00:00,SUSS.,1647,1110118000,74023,3505.26
237464,2026,2026-03-03 00:00:00,GAN,1336,1110118000,74001,19680.0
237465,2026,2026-03-03 00:00:00,INGB,1337,1110118000,74004,36067.6
237466,2026,2026-03-03 00:00:00,REDO,307,1110112000,71017,1814400.0
237592,2026,2026-03-10 00:00:00,INGB,1705,1110106000,74004,1020.0
237068,2026,2026-02-20 00:00:00,REDO,251,1110112000,71018,120000.0
237069,2026,2026-02-20 00:00:00,REDO,251,1110112000,71018,-120000.0
237044,2026,2026-02-19 00:00:00,GAN,1108,1110118000,74001,190390.91
237045,2026,2026-02-19 00:00:00,GAN,1109,1110111000,74001,133140.5
237046,2026,2026-02-19 00:00:00,IOMA,1258,1110106000,74007,9110.88
237047,2026,2026-02-19 00:00:00,IOMA,1252,1110112000,74007,49102.08
237048,2026,2026-02-19 00:00:00,IPS,1243,1110113000,74006,10214.4
237049,2026,2026-02-19 00:00:00,IPS,1257,1110106000,74006,26573.4
237050,2026,2026-02-19 00:00:00,IPS,1251,1110112000,74006,143214.4
237051,2026,2026-02-19 00:00:00,IPS,1253,1110102000,74006,16545.2
237052,2026,2026-02-19 00:00:00,IOMA,1254,1110102000,74007,5672.64
237053,2026,2026-02-19 00:00:00,IPS,1255,1110106000,74006,7767.2
237054,2026,2026-02-19 00:00:00,IOMA,1248,1110117000,74007,7679.04
237055,2026,2026-02-19 00:00:00,IOMA,1256,1110106000,74007,2663.04
237056,2026,2026-02-19 00:00:00,IOMA,1250,1110102000,74007,9138.24
237057,2026,2026-02-19 00:00:00,IPS,1247,1110117000,74006,22397.2
237058,2026,2026-02-19 00:00:00,IOMA,1246,1110118000,74007,8463.36
237059,2026,2026-02-19 00:00:00,IPS,1249,1110102000,74006,26653.2
237060,2026,2026-02-19 00:00:00,IOMA,1244,1110113000,74007,3502.08
237061,2026,2026-02-19 00:00:00,IPS,1245,1110118000,74006,24684.8
237181,2026,2026-02-26 00:00:00,GAN,1158,1110107000,74001,45410.64
237182,2026,2026-02-26 00:00:00,INGB,1163,1110107000,74004,7903.9
237183,2026,2026-02-26 00:00:00,GAN,1164,1110107000,74001,41416.35
237184,2026,2026-02-26 00:00:00,INGB,1148,1110107000,74004,26802.9
237185,2026,2026-02-26 00:00:00,INGB,1161,1110107000,74004,10714.1
237186,2026,2026-02-26 00:00:00,INGB,1131,1110107000,74004,17837.5
237187,2026,2026-02-26 00:00:00,INGB,1165,1110107000,74004,24849.8
237188,2026,2026-02-26 00:00:00,GAN,1153,1110107000,74001,9395.51
237189,2026,2026-02-26 00:00:00,INGB,1154,1110107000,74004,5562.6
237190,2026,2026-02-26 00:00:00,GAN,1162,1110107000,74001,13173.27
237191,2026,2026-02-26 00:00:00,GAN,1130,1110107000,74001,22976.77
237192,2026,2026-02-26 00:00:00,GAN,1147,1110107000,74001,44671.62
237193,2026,2026-02-26 00:00:00,INGB,1159,1110107000,74004,27127.3
237194,2026,2026-02-26 00:00:00,GAN,1160,1110107000,74001,17856.92
237551,2026,2026-03-09 00:00:00,GAN,1672,1110107000,74001,760.0
237552,2026,2026-03-09 00:00:00,GAN,1673,1110107000,74001,400.0
237553,2026,2026-03-09 00:00:00,SUSS.,1676,1110118000,74023,16346.51
237554,2026,2026-03-09 00:00:00,INGB,1675,1110118000,74004,23735.1
237555,2026,2026-03-09 00:00:00,GAN,1674,1110118000,74001,2693.02
237556,2026,2026-03-09 00:00:00,SUSS.,1309,1110104000,74023,6303.76
237557,2026,2026-03-09 00:00:00,SUSS.,1300,1110104000,74023,4800.63
237558,2026,2026-03-09 00:00:00,GAN,1308,1110104000,74001,12607.52
237559,2026,2026-03-09 00:00:00,GAN,1312,1110104000,74001,3462.18
237560,2026,2026-03-09 00:00:00,SUSS.,1313,1110104000,74023,1731.09
237565,2026,2026-03-09 00:00:00,GAN,1189,1110107000,74001,22419.34
237569,2026,2026-03-09 00:00:00,GARAN,1671,1110107000,71001,40000.0
237583,2026,2026-03-09 00:00:00,GARAN,1671,1110107000,71001,-40000.0
237584,2026,2026-03-09 00:00:00,REDO,335,1110112000,71018,281200.0
236783,2026,2026-02-04 00:00:00,GAN,1013,1110106000,74001,1255.36
237659,2026,2026-03-13 00:00:00,GAN,1667,1110107000,74001,30000.0
237660,2026,2026-03-13 00:00:00,INGB,1669,1110107000,74004,36000.0
237661,2026,2026-03-13 00:00:00,GARAN,1668,1110107000,71001,150000.0
237281,2026,2026-02-27 00:00:00,IPS,1563,1110117000,74006,2602541.55
237282,2026,2026-02-27 00:00:00,CAS,1569,1110117000,74015,53853.55
237283,2026,2026-02-27 00:00:00,SIND,1407,1110118000,74009,204281.2
237284,2026,2026-02-27 00:00:00,GAN,1370,1110118000,74001,15311.17
237285,2026,2026-02-27 00:00:00,CAS,1375,1110118000,74015,584261.48
237286,2026,2026-02-27 00:00:00,IPS,1530,1110200000,74006,3054884.3
237287,2026,2026-02-27 00:00:00,TASAS,1439,1110101000,74010,22604.6
237288,2026,2026-02-27 00:00:00,CAS,1441,1110101000,74015,30991.66
237289,2026,2026-02-27 00:00:00,IPS,1502,1110102000,74006,813527.53
237290,2026,2026-02-27 00:00:00,TASAS,1428,1110102000,74010,25311.84
