EJERCICIO,NUM_PED,LUG_EMI,FECH_EMI,NUM_PED_ORI,FECH_EMI_ORI,CODIGO_DEP,CODIGO_UE,JURISDICCION,COSTO_TOT,OBSERVACIONES,PED_ESTADO,CANT_IMP,FECH_MODI_ULT,CODIGO_FF,COD_LUG_ENT,PLAZO_ENT,PER_CONSUMO,FECH_ING_COMP,RESP_RETIRA_PED
2026,605,GMADA,2026-02-09 00:00:00,,,HOSP,5,1110104000,13800000.0,Corresponde cto. Villafañe Elvira A. Expte N° 436,G,0,2026-02-09 09:33:15,131,2,000000,,,
2026,615,GMADA,2026-02-09 00:00:00,,,CULTUR,6,1110105000,800000.0,CORRESPONDE PREVISION PONSA S.A  CARNAVAL,G,0,2026-02-09 12:13:23,110,5,000000,,,
2026,611,GMADA,2026-02-09 00:00:00,,,TESOR,19,1110112000,3600000.0,Corresponde presupuesto PAIS HERNAN HORACIO-,G,0,2026-02-09 11:46:23,110,TESOR,000000,,,
2026,614,GMADA,2026-02-09 00:00:00,,,CULTUR,6,1110105000,500000.0,CORRESPONDE PREVISION GONZALEZ FARIAS J. CARNAVAL,G,0,2026-02-09 12:11:45,110,5,000000,,,
2026,641,GMADA,2026-02-11 00:00:00,,,OPP,3,1110103000,7954200.0,Expte.:363/26 Sol. Compra de 450 toneladas de estabilizado,G,0,2026-03-09 12:30:04,110,35,000000,,,
2026,647,GMADA,2026-02-11 00:00:00,,,PROD,14,1110108000,52440.0,PROV. TATANO HARISGARAT SRL- SEC PRODUCCION- SALA DE ELABORACION,G,0,2026-02-11 09:13:01,110,8,000000,,,
2026,786,GMADA,2026-02-24 00:00:00,,,000SU,25,1110118000,292371.0,"PROV.SILVIA SORAGNI PRESUP.0607  REPARACION Y REPUESTOS PARA PALA CARGADORA CII58,",G,0,2026-02-24 07:45:26,110,3,000000,,,
2026,759,GMADA,2026-02-20 00:00:00,,,18C,25,1110118000,8500.0,PROV.ALPÁ MADARIAGA PRESUP.3871 SELLO PARA CEMENTERIO,G,0,2026-02-20 07:35:51,110,3,000000,,,
2026,784,GMADA,2026-02-24 00:00:00,,,000SU,25,1110118000,1276200.0,PROV. ALFIO DISTEFANO PRESUP.23/02 REPUSTOS PARA MOTONIVELADARA NEW HOLLAND CII59,G,0,2026-02-24 07:30:31,110,3,000000,,,
2026,788,GMADA,2026-02-24 00:00:00,,,000SU,25,1110118000,39840000.0,,G,0,2026-02-25 07:57:47,110,3,000000,,,
2026,814,GMADA,2026-02-24 00:00:00,,,COC,5,1110104000,1081796.0,PRESUPUESTO 979 MADA POY,G,0,2026-02-24 13:29:17,131,2,000000,,,
2026,787,GMADA,2026-02-24 00:00:00,,,000SU,25,1110118000,116910.0,PROV. MUNDO CARGO PRESUP.3147 REPUSTOS PARA FOTON AE969PX,G,0,2026-02-24 08:07:15,110,3,000000,,,
2026,805,GMADA,2026-02-24 00:00:00,,,ADM,5,1110104000,319000.0,PRESUPUESTO LOPEZ MIGUEN ANGEL TELEFONO FIJO PARA CENTRAL TELEFONICA,G,0,2026-02-24 11:03:36,131,2,000000,,,
2026,837,GMADA,2026-02-25 00:00:00,,,INTER,5,1110104000,90600.0,TERRANOVA QUIMICA - PRESUPUESTO N° 1032 (QUIROFANO HOSPITAL),G,0,2026-02-27 10:52:36,131,2,000000,,,
2026,835,GMADA,2026-02-25 00:00:00,,,LAB,5,1110104000,89507.56,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-2479 (HOSPITAL),G,0,2026-02-27 10:49:49,131,2,000000,,,
2026,907,GMADA,2026-03-04 00:00:00,,,000SU,25,1110118000,2884844.92,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",G,0,2026-03-04 08:12:26,110,3,000000,,,
2026,836,GMADA,2026-02-25 00:00:00,,,COC,5,1110104000,511306.5,DURANTE JAVIER- PRESUPUESTO N° 1-852 del 09/02/16 al 16/02/26,G,0,2026-03-05 07:46:36,131,2,000000,,,
2026,904,GMADA,2026-03-04 00:00:00,,,000SU,25,1110118000,60834.34,PROV.CENTRO HIERRO PRESUP.7798 HIERRO PARA REPARACION DE CAMION AF987IJ,G,0,2026-03-04 07:22:36,110,3,000000,,,
2026,912,GMADA,2026-03-04 00:00:00,,,000SU,25,1110118000,65000.0,PROV.DUENDE AZUL PRESUP.2644 COMISION A LA PLATA POR REPUESTOS,G,0,2026-03-04 09:20:32,110,3,000000,,,
2026,906,GMADA,2026-03-04 00:00:00,,,000SU,25,1110118000,671000.0,"PROV. YANINA PECORARI PRESUP.5087,5086 BATERIA PARA CAMION ASZ490 Y EQM607",G,0,2026-03-04 07:29:15,110,3,000000,,,
2026,911,GMADA,2026-03-04 00:00:00,,,000SU,25,1110118000,201500.0,"PROV. MP REPUESTOS PRESUP.131,0120 REPUESTOS PARA INI856,CAR748",G,0,2026-03-04 09:18:18,110,3,000000,,,
2026,930,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,361000.0,"MP Repuestos, presupuestos 136-123-121-137 (oig911-jwg930-ae704aw)",G,0,2026-03-05 09:30:57,110,25,000000,,,
2026,610,GMADA,2026-02-09 00:00:00,,,ACCSOC,7,1110106000,180000.0,"PRESUPUESTO N° X 0001-00001167 de Leandro Ruben Bogado de ""L.R.B"" Camioneta Ford Ranger JYN 229",G,0,2026-02-09 11:03:41,110,4,000000,,,
2026,608,GMADA,2026-02-09 00:00:00,,,ENV,7,1110106000,62920.0,"PRESUPUESTO N° 0003-00003519 de ""PINTURERIA CONCEPTO S.CAP I""Para Proyecto de Diseño",G,0,2026-02-09 10:40:53,132,CASA,000000,,,
2026,686,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,57740.0,"Ferreteria Todo Color, presupuesto 5937 (mantenimiento en general del area)",G,0,2026-02-12 08:01:07,110,25,000000,,,
2026,684,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,80000.0,"Fabrimar, presupuesto 0296 (AB038FH)",G,0,2026-02-12 07:34:52,110,25,000000,,,
2026,685,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,21840.0,"Casa Harisgarat, presupuesto 1026 (comisaria de la mujer)",G,0,2026-02-12 07:46:56,110,25,000000,,,
2026,688,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,57931.0,"Todo Color, presupuesto 5924 (mantenimiento en general del area )",G,0,2026-02-12 08:26:39,110,25,000000,,,
2026,690,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,50000.0,"Gomeria V+B, presupuesto 0745-0741",G,0,2026-02-12 08:39:16,110,25,000000,,,
2026,687,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,98633.0,"Todo Color, presupuesto 5944 (mantenimiento general del area)",G,0,2026-02-12 08:13:08,110,25,000000,,,
2026,692,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,47400.0,"Systec, presupuesto 0800 (COM)",G,0,2026-02-12 08:49:42,110,25,000000,,,
2026,689,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,103000.0,Gomeria V+B presupuestos 0727-0729-0730-0731-0732-0733-0735-0737-0738-0739-0740-0742-0743-0744,G,0,2026-02-12 08:35:41,110,25,000000,,,
2026,710,GMADA,2026-02-13 00:00:00,,,LAB,5,1110104000,70902.9,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-2452 (COCINA HOSPITAL),G,0,2026-02-18 09:41:03,131,2,000000,,,
2026,691,GMADA,2026-02-12 00:00:00,,,SECSEG,20,1110113000,306000.0,"Gomeria La Diagonal, presupuesto 0568-0569-0570",G,0,2026-02-13 12:57:46,110,25,000000,,,
2026,709,GMADA,2026-02-13 00:00:00,,,COC,5,1110104000,26000.0,SANTA PAULA - PRESUPUESTO N° 1-2182 (HOSPITAL),G,0,2026-02-18 09:40:05,131,2,000000,,,
2026,708,GMADA,2026-02-13 00:00:00,,,000SU,25,1110118000,3005640.0,PROV. LUCAS NAHUEL SARMIENTO PRESUP.13/02/2026 REPUESTOS PARA MOTONIVELADRA NEW HOLLAND RG 140 CII59,G,0,2026-02-18 07:57:57,110,3,000000,,,
2026,713,GMADA,2026-02-13 00:00:00,,,000SU,25,1110118000,110000.0,"PROV.EDUARDO FUMEGA PRESUP.0539,0538 TRABAJOS DE PLOMERIA PARA VIVERO MUNICIPAL Y BAÑOS TERMINAL",G,0,2026-02-13 09:29:22,110,3,000000,,,
2026,778,GMADA,2026-02-23 00:00:00,,,CONTRA,19,1110112000,1084690.62,"Correa Lorente Juan Martín,presupuesto 0001-00000072",G,0,2026-02-23 10:23:54,110,1,000000,,,
2026,711,GMADA,2026-02-13 00:00:00,,,COC,5,1110104000,460766.0,DURANTE JAVIER - PRESUPUESTO N° 1-850 (COCINA HOSPITAL),G,0,2026-02-18 09:43:28,131,2,000000,,,
2026,756,GMADA,2026-02-19 00:00:00,,,CAS,3,1110111000,383250.0,"Alfio Distefano Tractor Pauny,presupuesto 079-7046",G,0,2026-02-19 12:33:23,131,6,000000,,,
2026,777,GMADA,2026-02-23 00:00:00,,,SEHA,19,1110112000,296000.0,"Terranova , presupesto 001030",G,0,2026-02-23 10:10:16,110,1,000000,,,
2026,757,GMADA,2026-02-19 00:00:00,,,CAS,3,1110111000,4378030.0,Alfio Distefano.Tractor Pauny presupuesto N° 079-7045.,G,0,2026-02-19 12:45:30,131,6,000000,,,
2026,803,GMADA,2026-02-24 00:00:00,,,JARD,7,1110106000,1075000.0,"Expte N° 550/2026 PRESUPUESTOS N° 534/544 de ""FUMEGA EDUARDO""",G,0,2026-02-24 10:33:28,132,JARDM,000000,,,
2026,781,GMADA,2026-02-23 00:00:00,,,ENV,7,1110106000,17990.0,"PRESUPUESTO N° X 0001-00000980 de ""MADA POY S.A."" Taller de cocina",G,0,2026-02-23 12:14:54,132,CASA,000000,,,
2026,850,GMADA,2026-02-26 00:00:00,,,DEP,13,1110109000,44640.0,Expte 129/26 Rally 2026.Durante Javier,G,0,2026-02-26 12:06:47,110,1,000000,,,
2026,849,GMADA,2026-02-26 00:00:00,,,DEP,13,1110109000,500000.0,PREVISION SIN N° - YELITO AGUA - HIDRATACION EN EVENTOS DEPORTIVOS PRIMER SEMESTRE DEL AÑO,G,0,2026-02-26 11:37:03,110,9,000000,,,
2026,809,GMADA,2026-02-24 00:00:00,,,ACCSOC,7,1110106000,200000.0,"PRESUPUESTO de Speziale, Ana María de "" CASA SAINZ"" Sr. Molina, José Arturo DNI: 4.923.674 fallecido el 31/12/2025",G,0,2026-02-24 12:18:32,132,4,000000,,,
2026,855,GMADA,2026-02-27 00:00:00,,,COC,5,1110104000,115200.0,PROVEEDURIA LA ILUSION- PRESPUESTO N° 21424,G,0,2026-03-05 08:26:38,131,2,000000,,,
2026,853,GMADA,2026-02-27 00:00:00,,,FARM,5,1110104000,4495905.85,DROGUERIA ALBERDI- PRESUPUESTO N° 25/02/2026,G,0,2026-02-27 09:05:47,131,2,000000,,,
2026,858,GMADA,2026-02-27 00:00:00,,,HOGANC,5,1110104000,1523303.0,MADA POY S.A- PRESUPUESTO N° 0001-00000982 (DESDE EL 19/02/2026 AL 26/02/2026),G,0,2026-02-28 10:29:46,131,2,000000,,,
2026,854,GMADA,2026-02-27 00:00:00,,,DECI,25,1110118000,27900.0,"Matienzo Paola ,presupuesto 00003882",G,0,2026-02-27 09:13:17,110,1,000000,,,
2026,857,GMADA,2026-02-27 00:00:00,,,COC,5,1110104000,14400.0,SANTA PAULA- PRESUPUESTO N° 0001-00002174 (DESDE EL 28/01/26 AL 4/02/2026),G,0,2026-02-27 09:48:09,131,2,000000,,,
2026,856,GMADA,2026-02-27 00:00:00,,,HOGANC,5,1110104000,58800.0,SANTA PAULA- PRESUPUESTO N° 0001-00002173 DESDE EL 27/01/26 AL 3/02/26,G,0,2026-02-27 09:41:06,131,2,000000,,,
2026,860,GMADA,2026-02-27 00:00:00,,,LAB,5,1110104000,2833657.09,UNO ELECTROMEDICINA- PRESUPUESTO N° 00003-00015129 (LABORATORIO DE ANALISIS),G,0,2026-02-27 10:19:35,131,2,000000,,,
2026,862,GMADA,2026-02-27 00:00:00,,,DEP,13,1110109000,800000.0,Mada-Poy.Expte 129/26 Rally 2026,G,0,2026-02-27 11:16:09,110,1,000000,,,
2026,859,GMADA,2026-02-27 00:00:00,,,HOSP,5,1110104000,231400.0,FAE- PRESUPUESTO N° 3397710,G,0,2026-02-27 10:08:43,131,2,000000,,,
2026,956,GMADA,2026-03-06 00:00:00,,,GOB,2,1110102000,4750000.0,CORRESPONDE PREVISION COMBUSTIBLES DEL SALADO - SEC GOBIERNO,G,0,2026-03-06 08:24:58,110,SECGO,000000,,,
2026,861,GMADA,2026-02-27 00:00:00,,,INGPUB,19,1110112000,250000.0,Gomez Alberto Daniel,G,0,2026-02-27 10:46:37,110,1,000000,,,
2026,863,GMADA,2026-02-27 00:00:00,,,DEP,13,1110109000,2233674.52,Cirucci Silvia (Trofeos).Expte 129/2026,G,0,2026-02-27 11:39:06,110,9,000000,,,
2026,868,GMADA,2026-02-27 00:00:00,,,FARM,5,1110104000,7172480.0,VELIBO SUPPLIES S.A.S- PREUPUESTO N° 0001-00010771,G,0,2026-02-27 13:13:00,131,2,000000,,,
2026,954,GMADA,2026-03-06 00:00:00,,,HOSP,5,1110104000,43000.0, EXPEDIENTE 5/2025 CONTRATO SOMA S.A DEL 01/01/26 AL 30/06/2026 RECOLECCIÓN SERVICIOS RESIDUOS  PATOGENICOS - DIF ORDEN DE COMPRA N° 127,G,0,2026-03-06 07:20:38,131,2,000000,,,
2026,928,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,240400.0,"MP repuestos, presupuestos 122-135-134-129 ( AB038FG-AE704AW-AB038FH)",G,0,2026-03-05 08:55:12,110,25,000000,,,
2026,933,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,110322.8,"Electro Dannunzio, prespuesto 30268-30315 (COM)",G,0,2026-03-05 09:45:08,110,25,000000,,,
2026,972,GMADA,2026-03-07 00:00:00,,,HOSP,5,1110104000,6160000.0,"COMBUSTIBLES DEL SALADO. PREVISION DEL 01/03/26 AL 15/03/26.VEHICULOS HOSPITAL MUNICIPAL.DOMINIOS: EQM 605, FJX 453, KYV 365, JQS 879, AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 GL. AF 548 KJ.",G,0,2026-03-07 14:27:46,131,2,000000,,,
2026,932,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,347100.0,"MP Repuestos, presupuestos 126-127 (jwg 930-ae704ax)",G,0,2026-03-05 09:38:38,110,25,000000,,,
2026,945,GMADA,2026-03-05 00:00:00,,,DEP,13,1110109000,7650.0,PRESUPUESTO N° 03888 - ALPA MADARIAGA- MATERIAL A UTILIZAR EN LA CONFECCION DE JUEGOS PROGRAMA NUESTROS ABUELOS,G,0,2026-03-10 11:00:02,132,9,000000,,,
2026,934,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,487000.0,"Baterias La Primera, presupuesto 7001-7020-7000 ( jch069,lbn155,ae331iy)",G,0,2026-03-05 11:35:46,110,25,000000,,,
2026,1025,GMADA,2026-03-11 00:00:00,,,SECSEG,20,1110113000,242000.0,"Repuestos LC, presupuesto 000687 (AF747PM- AE704AW)",G,0,2026-03-11 11:35:10,110,25,000000,,,
2026,1077,GMADA,2026-03-17 00:00:00,,,BARU,25,1110118000,98000.0,"PRESUPUESTO 9341, MATAFUEGOS RUTA 11",N,0,2026-03-17 12:19:50,110,42,000000,,,
2026,1026,GMADA,2026-03-11 00:00:00,,,SECSEG,20,1110113000,809600.0,"Repuestos LC, presupuesto 000670 (taller del area)",G,0,2026-03-11 11:41:43,110,25,000000,,,
2026,581,GMADA,2026-02-05 00:00:00,,,ENV,7,1110106000,38750.0,"PRESUPUESTO N° X 0001- 00000785 / 00000787 / 00000796 de Arriola, María Teresa de ""MERCERIA EL DEDAL"" Para el taller de costura del Programa Envión",G,0,2026-02-05 10:04:13,132,CASA,000000,,,
2026,576,GMADA,2026-02-05 00:00:00,,,ENV,7,1110106000,75116.0,"PRESUPUESTO N° 00005935  de Silvia Beatriz Maistegui de ""PINTURERIA - FERRETERIA TODO COLOR"" Para el taller de carpintería del Programa Envión",G,0,2026-02-05 08:48:01,132,CASA,000000,,,
2026,579,GMADA,2026-02-05 00:00:00,,,JARD,7,1110106000,62720.0,"PRESUPUESTO N° X 0001-00000768 / 771 / 795 / 851  de Arriola, María Teresa de ""MERCERIA EL DEDAL"" Para la realización de adornos para celebración aniversario de la Casita",G,0,2026-02-05 09:37:57,132,JARDM,000000,,,
2026,583,GMADA,2026-02-05 00:00:00,,,ACCSOC,7,1110106000,2470000.0,Corresponde a Previsón de Combustible del Salado. Desarrollo Social,G,0,2026-02-06 06:58:34,110,4,000000,,,
2026,603,GMADA,2026-02-09 00:00:00,,,SEHA,19,1110112000,16200.0,Corresponde presupuesto N° 0002-00003870 - MATIENZO PAOLA,G,0,2026-02-09 09:13:12,110,26,000000,,,
2026,828,GMADA,2026-02-25 00:00:00,,,TERINT,5,1110104000,35900.0,ELECTRICIDAD EL GALLEGO- PRESUPUESTO N° 54899/54810,G,0,2026-02-25 10:43:04,131,2,000000,,,
2026,823,GMADA,2026-02-25 00:00:00,,,HOSP,5,1110104000,78549.86,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),G,0,2026-02-25 10:15:04,131,2,000000,,,
2026,938,GMADA,2026-03-05 00:00:00,,,ACCSOC,7,1110106000,32500.0,"PRESUPUESTO de ""FERNANDO, MARTIN"" Para computadora de la oficina de género",G,0,2026-03-05 11:23:05,110,4,000000,,,
2026,826,GMADA,2026-02-25 00:00:00,,,HOSP,5,1110104000,151950.0,SERVIMED- PRESUPUESTO N° 7269/26 R,G,0,2026-02-25 10:31:44,131,2,000000,,,
2026,830,GMADA,2026-02-25 00:00:00,,,BROM,11,1110104000,282740.0,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,G,0,2026-02-25 11:41:54,110,13,000000,,,
2026,829,GMADA,2026-02-25 00:00:00,,,HOSP,5,1110104000,94000.0,MARZULLO COMPUTACION- PRESUPUESTO N° 001-00001296 (ENFERMERIA),G,0,2026-02-25 10:53:50,131,2,000000,,,
2026,831,GMADA,2026-02-25 00:00:00,,,FARM,5,1110104000,38425000.0,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,G,0,2026-02-25 12:02:20,131,2,000000,,,
2026,833,GMADA,2026-02-25 00:00:00,,,FARM,5,1110104000,5073395.0,QUALIMED- PRESUPUESTO N° 91,G,0,2026-02-25 12:33:03,131,2,000000,,,
2026,940,GMADA,2026-03-05 00:00:00,,,GRAN,7,1110106000,57112.0,"PRESUPUESTO N° 0003-00003620 de ""PINTURERIA CONCEPTO S. CAP 1"" Para pintar mástil en la granja de contención",G,0,2026-03-05 11:42:58,110,GRAN,000000,,,
2026,939,GMADA,2026-03-05 00:00:00,,,ACCSOC,7,1110106000,53970.66,"PRESUPUESTOS N° 00030270/30304 de Sucesión de D annunzio Jorge Neldo de ""ELECTRO D ANNUNZIO"" Para la oficina de Desarrollo Social (afuera)",G,0,2026-03-05 11:31:52,110,4,000000,,,
2026,942,GMADA,2026-03-05 00:00:00,,,ENV,7,1110106000,64800.0,"PRESUPUESTO N° X 6939051 de Garcia, Gladys de ""PANADERIA ALEM""",G,0,2026-03-05 12:10:22,132,JARDM,000000,,,
2026,970,GMADA,2026-03-07 00:00:00,,,HOSP,5,1110104000,654621.78,FARMACIA TONANI- PRESUPUESTO S/N° MEDICAMENTOS DISPENSADOS DESDE EL 3/12/25 AL 21/02/26,G,0,2026-03-07 09:35:26,131,2,000000,,,
2026,941,GMADA,2026-03-05 00:00:00,,,JARD,7,1110106000,249550.0,"PRESUPUESTO de Labatut, Marcelo de ""LA FRUTERIA"" Febrero 2026",G,0,2026-03-05 11:51:06,132,JARDM,000000,,,
2026,944,GMADA,2026-03-05 00:00:00,,,ACCSOC,7,1110106000,132000.0,"PRESUPUESTO N° X 6939054 de Garcia Gladys de ""PANADERIA ALEM"" Esfuerzo Solidario 2026",G,0,2026-03-05 12:13:06,132,4,000000,,,
2026,1010,GMADA,2026-03-11 00:00:00,,,ACCSOC,7,1110106000,990000.0,"PRESUPUESTO N° X 7390248 de Peyrano, Sergio de ""ATMOSFERICO LA PRIMERA""",G,0,2026-03-11 09:50:35,132,4,000000,,,
2026,586,GMADA,2026-02-05 00:00:00,,,PROD,14,1110108000,70000.0,PROV. FUMEGA EDUARDO- PRESUP. N°5201 - SEC PRODUCCION- SALA DE ELABORACION,G,0,2026-02-05 12:08:22,110,8,000000,,,
2026,704,GMADA,2026-02-12 00:00:00,,,CULTUR,6,1110105000,140000.0,CARLOS ARGENTINO LOMBERA PROVEEDOR N° 360,G,0,2026-02-13 08:22:50,110,5,000000,,,
2026,815,GMADA,2026-02-25 00:00:00,,,COC,5,1110104000,412137.0,PRESUPUESTO 981 MADA POY,G,0,2026-02-26 09:05:45,131,2,000000,,,
2026,817,GMADA,2026-02-25 00:00:00,,,HOSP,5,1110104000,76472.0,PRESUPUESTO 74562 INSTITUTO RADIOLOGICO S.R.L PACIENTE BIGORITO  MILAGROS CATALINA,G,0,2026-02-25 07:53:59,131,2,000000,,,
2026,816,GMADA,2026-02-25 00:00:00,,,HOSP,5,1110104000,2847000.0,PRESUPUESTO 30777 RAFAEL CIOFFI SERVICIO AUTOMOTOR AMBULANCIA DOMINIO PAA 334,G,0,2026-03-09 07:26:50,131,2,000000,,,
2026,958,GMADA,2026-03-06 00:00:00,,,CULTUR,6,1110105000,500000.0,SONIDO CD  CLAUDIO OSCAR DIAZ  FINAL FOLKLORE EN LOS BARRIOS  EXPTE 224/26,G,0,2026-03-06 08:44:45,110,5,000000,,,
2026,890,GMADA,2026-03-03 00:00:00,,,CULTUR,6,1110105000,1925000.0,CARLA MARTINEZ        PROGRAMACION INCAA,G,0,2026-03-03 09:00:19,110,CACUL,000000,,,
2026,922,GMADA,2026-03-05 00:00:00,,,PROD,14,1110108000,1350000.0, PROV. BARRAL LUIS FRANCISCO - PRESUP. N° 02/03/2026 - SEC PRODUCCION- FOTON AF591SL,G,0,2026-03-05 08:14:19,110,8,000000,,,
2026,923,GMADA,2026-03-05 00:00:00,,,PROD,14,1110108000,52500.0, PROV. HISPANOGRAF- SEC PRODUCCION-TALLER TEXTIL,G,0,2026-03-05 08:23:10,110,8,000000,,,
2026,943,GMADA,2026-03-05 00:00:00,,,SECSEG,20,1110113000,3029100.0,"Cesviauto, presupuesto (para colocar en el vehiculo ford ka que pertenecia a salud AC 548KJ)",G,0,2026-03-10 08:10:36,110,25,000000,,,
2026,1007,GMADA,2026-03-10 00:00:00,,,TURIS,6,1110105000,95000.0,Pasini refrigeracion - presupuestocon fecha10/03/26,G,0,2026-03-10 12:03:31,110,TURIS,000000,,,
2026,1055,GMADA,2026-03-13 00:00:00,,,CAS,3,1110111000,263000.0,Corresponde presupuesto N° 0000007003- RAMOS E ISIDRO,G,0,2026-03-13 08:50:24,131,6,000000,,,
