EJERCICIO,NRO_RECEP,FECH_RECEP,UNI_COMPRA,NRO_OC,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,COD_PROV,ESTADO,OBSERVACIONES,FECH_ANUL,MOTIVO_ANUL,UNI_RECEP,EJERCICIO_OC,FECHA_HORA,DONANTE,EJERCICIO_REG_COM,NRO_REG_COMP
2026,583,2026-03-03 00:00:00,1,829,FACT,44873,2026,1876,C,Factura B N° 0011-00044873,,,1,2026,2026-03-03 11:18:05,,2026,1668
2026,584,2026-03-03 00:00:00,1,831,FACT,593,2026,1063,C,Factura C N° 00002-00000593,,,1,2026,2026-03-03 11:34:17,,2026,1682
2026,585,2026-03-03 00:00:00,1,819,FACT,45884,2026,345,C,Fcatura B N° 00006-00045884,,,1,2026,2026-03-03 11:36:28,,2026,1681
2026,586,2026-03-03 00:00:00,1,825,FACT,44884,2026,1876,C,Factura B N° 0011-00044884,,,1,2026,2026-03-03 11:39:25,,2026,1678
2026,634,2026-03-09 00:00:00,1,854,FACT,105,2026,2843,C,fact c n ° 00001-0000105,,,1,2026,2026-03-09 08:12:30,,2026,1713
2026,743,2026-03-17 00:00:00,1,1020,FACT,6390,2026,2675,C,FACTURA B 0007-00006390,,,1,2026,2026-03-17 09:42:29,,2026,1977
2026,744,2026-03-17 00:00:00,1,1019,FACT,6391,2026,2675,C,FACTURA B 0007-00006391,,,1,2026,2026-03-17 09:44:20,,2026,1978
2026,745,2026-03-17 00:00:00,1,1036,FACT,687,2026,1879,C,FACTURA B 00003-00000687,,,1,2026,2026-03-17 10:18:11,,2026,2001
2026,746,2026-03-17 00:00:00,1,1037,FACT,688,2026,1879,C,FACTURA B 00003-00000688,,,1,2026,2026-03-17 10:19:48,,2026,2002
2026,747,2026-03-17 00:00:00,1,1038,FACT,1,2026,1879,C,FACTURA B 00006-000001,,,1,2026,2026-03-17 10:23:12,,2026,2008
2026,508,2026-02-25 00:00:00,1,762,FACT,435,2026,2110,C,Factura C N° 00002-00000435,,,1,2026,2026-02-25 08:42:48,,2026,1470
2026,510,2026-02-25 00:00:00,1,764,FACT,26,2026,3398,A,Factura B N° 0012-00000026,2026-02-25 11:37:12,EC,1,2026,2026-02-25 08:45:41,,2026,1471
2026,511,2026-02-25 00:00:00,1,778,FACT,4133,2026,2367,C,Factura C N° 0006-00004133,,,1,2026,2026-02-25 08:48:58,,2026,1475
2026,729,2026-03-13 00:00:00,1,739,FACT,1857,2026,1514,C,fact b n ° 0030-00001857,,,1,2026,2026-03-13 12:38:18,,2026,1360
2026,730,2026-03-13 00:00:00,1,977,FACT,7096,2026,1578,C,fact c n ° 00002-00007096,,,1,2026,2026-03-13 12:44:17,,2026,1875
2026,731,2026-03-13 00:00:00,1,878,FACT,9312,2026,688,C,fact b n ° 0005-00009312,,,1,2026,2026-03-13 12:49:49,,2026,1751
2026,732,2026-03-13 00:00:00,1,950,FACT,9328,2026,688,C,b n ° 0005-00009328,,,1,2026,2026-03-13 12:52:54,,2026,1837
2026,733,2026-03-13 00:00:00,1,947,FACT,947,2026,688,C,fact b n ° 0005-00009333,,,1,2026,2026-03-13 12:54:09,,2026,1895
2026,278,2026-02-04 00:00:00,1,532,FACT,18327,2026,1259,C,FACTURA B 0009-00018327,,,1,2026,2026-02-04 10:07:41,,2026,981
2026,280,2026-02-04 00:00:00,1,542,FACT,4232,2026,3322,C,FACTURA B 0006-00004232,,,1,2026,2026-02-04 10:42:22,,2026,987
2026,298,2026-02-05 00:00:00,1,526,FACT,4233,2026,3322,C,FACTURA B 0006-00004233,,,1,2026,2026-02-05 07:26:33,,2026,963
2026,300,2026-02-05 00:00:00,1,541,FACT,235,2026,717,C,Factura N° C 00006-000000235,,,1,2026,2026-02-05 09:17:00,,2026,971
2026,301,2026-02-05 00:00:00,1,452,FACT,1796,2026,163,C,FACTURA B 00003-00001796,,,1,2026,2026-02-05 09:49:00,,2026,932
2026,302,2026-02-05 00:00:00,1,509,FACT,2490,2026,2654,C,FACTURA B 00003-00002490 RECEPCION PARCIAL,,,1,2026,2026-02-05 11:41:08,,2026,921
2026,303,2026-02-05 00:00:00,1,469,FACT,74416,2026,866,A,FACTURA B 0011-00074416,2026-02-05 11:46:51,EC,1,2026,2026-02-05 11:45:57,,2026,902
2026,305,2026-02-05 00:00:00,1,469,FACT,74416,2026,866,C,FACTURA B 0011-00074416/17,,,1,2026,2026-02-05 12:08:37,,2026,902
2026,306,2026-02-05 00:00:00,1,496,FACT,8932,2026,1440,C,FACTURA B 00002-00008932,,,1,2026,2026-02-05 12:11:10,,2026,871
2026,307,2026-02-06 00:00:00,1,511,FACT,668,2026,3556,C,FACTURA B 00002-00000668,,,1,2026,2026-02-06 07:12:21,,2026,938
2026,308,2026-02-06 00:00:00,1,460,FACT,366,2026,1810,C,FACTURA C 00003-00000366,,,1,2026,2026-02-06 07:14:26,,2026,910
2026,309,2026-02-06 00:00:00,1,299,FACT,365,2026,1810,C,FACTURA C 00003-00000365,,,1,2026,2026-02-06 07:15:46,,2026,587
2026,314,2026-02-06 00:00:00,1,573,FACT,590,2026,167,C,FACTURA C 00002-00000590,,,1,2026,2026-02-06 08:43:04,,2026,1010
2026,315,2026-02-06 00:00:00,1,558,FACT,589,2026,167,C,FACTURA C 00002-000000589,,,1,2026,2026-02-06 08:44:51,,2026,1004
2026,316,2026-02-06 00:00:00,1,551,FACT,202,2026,791,C,FACTURA B 00002-00000202,,,1,2026,2026-02-06 09:15:40,,2026,1000
2026,317,2026-02-06 00:00:00,1,572,FACT,4246,2026,3322,C,FACTURA B 0006-00004246,,,1,2026,2026-02-06 09:31:05,,2026,1011
2026,318,2026-02-06 00:00:00,1,555,FACT,4245,2026,3322,C,FACTURA B 0006-00004245,,,1,2026,2026-02-06 09:32:43,,2026,998
2026,321,2026-02-09 00:00:00,1,409,FACT,1821,2026,1514,C,fact b n ° 0030-00001821,,,1,2026,2026-02-09 08:02:20,,2026,623
2026,322,2026-02-09 00:00:00,1,392,FACT,1819,2026,1514,C,fact b n ° 0030-00001819,,,1,2026,2026-02-09 08:03:55,,2026,542
2026,323,2026-02-09 00:00:00,1,393,FACT,1820,2026,1514,C,fact b n ° 0030-00001820,,,1,2026,2026-02-09 08:06:47,,2026,543
2026,326,2026-02-09 00:00:00,1,566,FACT,10716,2026,2369,C,Factura N° B 0005-0001076,,,1,2026,2026-02-09 09:49:16,,2026,1015
2026,328,2026-02-09 00:00:00,1,570,FACT,654,2026,90,C,Factura N° B 00008-00000654,,,1,2026,2026-02-09 10:23:41,,2026,1019
2026,329,2026-02-09 00:00:00,1,4908,FACT,112,2025,1214,C,Factura N° C00003-00000112,,,1,2025,2026-02-09 11:50:38,,2025,8251
2026,332,2026-02-09 00:00:00,1,578,FACT,1329,2026,436,C,Factura N° C 00003-00001329,,,1,2026,2026-02-09 12:55:51,,2026,1056
2026,375,2026-02-12 00:00:00,1,590,FACT,197,2026,635,C,Factura C N° 00003-0000197,,,1,2026,2026-02-12 12:07:30,,2026,1053
2026,376,2026-02-12 00:00:00,1,589,FACT,198,2026,635,C,Facturas C N° 00003-00000198 //00000199,,,1,2026,2026-02-12 12:09:59,,2026,1052
2026,386,2026-02-18 00:00:00,1,602,FACT,2920,2026,3075,C,FACTURA B 0006-00002920,,,1,2026,2026-02-18 07:30:07,,2026,1111
2026,387,2026-02-18 00:00:00,1,619,FACT,727,2026,2593,C,FACTURA C 00002-00000727,,,1,2026,2026-02-18 07:31:30,,2026,1128
2026,388,2026-02-18 00:00:00,1,593,FACT,826,2026,2627,C,FACTURA B 00006-00000826,,,1,2026,2026-02-18 07:33:28,,2026,1094
2026,389,2026-02-18 00:00:00,1,626,FACT,676,2026,2917,C,FACTURA B 0007-000000676,,,1,2026,2026-02-18 09:12:57,,2026,1212
2026,391,2026-02-18 00:00:00,1,644,FACT,2989,2026,1977,C,FACTURA B 0006-00002989,,,1,2026,2026-02-18 10:16:46,,2026,1226
2026,393,2026-02-18 00:00:00,1,636,FACT,683,2026,1879,C,FACTURA B 00003-0.00000683,,,1,2026,2026-02-18 11:07:45,,2026,1221
2026,402,2026-02-18 00:00:00,1,654,FACT,675,2026,413,C,FACTURA B 00003-00000675,,,1,2026,2026-02-18 11:34:39,,2026,1225
2026,405,2026-02-19 00:00:00,1,652,FACT,570,2026,57,C,fact c n ° 00002-00000570,,,1,2026,2026-02-19 07:45:58,,2026,1224
2026,407,2026-02-19 00:00:00,1,199,FACT,825,2026,2470,C,FACT B  N ° 0004-00000825,,,1,2026,2026-02-19 12:00:52,,2026,311
2026,489,2026-02-24 00:00:00,1,377,FACT,600,2026,68,C,Factura N° C 00002-00000600,,,1,2026,2026-02-24 08:52:05,,2026,582
2026,494,2026-02-24 00:00:00,1,666,FACT,277,2026,164,C,Factura N° C 00003-00000277,,,1,2026,2026-02-24 10:25:47,,2026,1319
2026,662,2026-03-11 00:00:00,1,861,FACT,661,2026,90,C,FACT B N ° 00008-00000661,,,1,2026,2026-03-11 09:05:57,,2026,1718
2026,697,2026-03-12 00:00:00,1,871,FACT,9835,2026,2770,C,fact b n ° 00005-00009835,,,1,2026,2026-03-12 10:58:31,,2026,1760
2026,698,2026-03-12 00:00:00,1,908,FACT,559,2026,2869,C,fact b n ° 0010-00000559,,,1,2026,2026-03-12 11:00:08,,2026,1813
2026,699,2026-03-12 00:00:00,1,866,FACT,558,2026,2869,C,fact b n ° 0010-00000558,,,1,2026,2026-03-12 11:01:32,,2026,1736
2026,700,2026-03-12 00:00:00,1,869,FACT,557,2026,2869,C,fact b n ° 0010-00000557,,,1,2026,2026-03-12 11:06:22,,2026,1738
2026,334,2026-02-10 00:00:00,1,588,FACT,421,2026,2692,C,fact b n ° 00001-00000421,,,1,2026,2026-02-10 07:28:32,,2026,1063
2026,341,2026-02-11 00:00:00,1,547,FACT,1825,2026,1514,C,Factura N° B 0030-00001825,,,1,2026,2026-02-11 07:37:19,,2026,978
2026,310,2026-02-06 00:00:00,1,425,FACT,11627,2026,850,C,Factura N° B 00003-00011627,,,1,2026,2026-02-06 07:53:31,,2026,628
2026,311,2026-02-06 00:00:00,1,437,FACT,11629,2026,850,C,Factura N° B 00003-00011629,,,1,2026,2026-02-06 07:55:49,,2026,795
2026,312,2026-02-06 00:00:00,1,424,FACT,11626,2026,850,C,Factura N° B00003-00011626,,,1,2026,2026-02-06 07:59:58,,2026,649
2026,313,2026-02-06 00:00:00,1,426,FACT,11628,2026,850,C,Factura  N° B 000003-00011628,,,1,2026,2026-02-06 08:02:28,,2026,629
2026,319,2026-02-06 00:00:00,1,523,FACT,103,2026,2843,C,Factura N° C 00001-000000103,,,1,2026,2026-02-06 09:58:00,,2026,959
2026,320,2026-02-06 00:00:00,1,520,FACT,102,2026,2843,C,Factura N° C 00001-00000102,,,1,2026,2026-02-06 10:01:53,,2026,960
2026,333,2026-02-10 00:00:00,1,405,FACT,2019,2026,1943,A,Factura N° B 0005-00002019,2026-02-10 08:18:20,EC,1,2026,2026-02-10 07:25:39,,2026,552
2026,342,2026-02-11 00:00:00,1,561,FACT,1827,2026,1514,C,Factura N°B 0030-00001827,,,1,2026,2026-02-11 07:46:05,,2026,1006
2026,343,2026-02-11 00:00:00,1,562,FACT,1826,2026,1514,C,Factura N° B 0030-00001826,,,1,2026,2026-02-11 07:49:43,,2026,1007
2026,345,2026-02-11 00:00:00,1,581,FACT,222,2026,685,A,Factura N° C 00002-000000222,2026-02-11 10:36:49,EC,1,2026,2026-02-11 07:51:30,,2026,1061
2026,347,2026-02-11 00:00:00,1,5555,FACT,2022,2026,1943,C,Factura N° B 0005-000002022,,,1,2025,2026-02-11 07:55:01,,2025,9783
2026,348,2026-02-11 00:00:00,1,5541,FACT,2021,2026,1943,C,Factura N° B 0005-00002021,,,1,2025,2026-02-11 07:56:57,,2025,9769
2026,357,2026-02-11 00:00:00,1,596,FACT,18333,2026,1259,C,Factura N° B 00009-00018333,,,1,2026,2026-02-11 11:43:59,,2026,1092
2026,390,2026-02-18 00:00:00,1,635,FACT,3805,2026,2751,C,Factura N° B0003-00003805,,,1,2026,2026-02-18 09:17:33,,2026,1210
2026,392,2026-02-18 00:00:00,1,633,FACT,6035,2026,441,C,Factura N° B 0003-000006035,,,1,2026,2026-02-18 11:07:09,,2026,1209
2026,394,2026-02-18 00:00:00,1,628,FACT,6034,2026,441,C,Factura N° B 0003-00006034,,,1,2026,2026-02-18 11:09:14,,2026,1205
2026,395,2026-02-18 00:00:00,1,592,FACT,6033,2026,441,C,"Factura N° B 0003-00006033.32,31,30,36.",,,1,2026,2026-02-18 11:13:27,,2026,1095
2026,396,2026-02-18 00:00:00,1,611,FACT,6029,2026,441,C,Factura N° B 0003-00006029,,,1,2026,2026-02-18 11:15:23,,2026,1107
2026,397,2026-02-18 00:00:00,1,604,FACT,6028,2026,441,C,Factura N° B 0003-00006028,,,1,2026,2026-02-18 11:16:55,,2026,1113
2026,398,2026-02-18 00:00:00,1,531,FACT,6026,2026,441,C,"Factura N° B 0003-000006026,27",,,1,2026,2026-02-18 11:19:10,,2026,982
2026,399,2026-02-18 00:00:00,1,536,FACT,6025,2026,441,C,Factura N° B 0003-00006025,,,1,2026,2026-02-18 11:20:54,,2026,966
2026,400,2026-02-18 00:00:00,1,522,FACT,6024,2026,441,C,Factura N° B 0003-000006024,,,1,2026,2026-02-18 11:22:42,,2026,962
2026,401,2026-02-18 00:00:00,1,513,FACT,6023,2026,441,C,Factura N° B 0003-00006023,,,1,2026,2026-02-18 11:24:48,,2026,940
2026,403,2026-02-18 00:00:00,1,608,FACT,201,2026,3364,C,Factura N° C 00005-0000000201,,,1,2026,2026-02-18 12:43:33,,2026,1117
2026,404,2026-02-18 00:00:00,1,625,FACT,1976,2026,3560,C,Factura N° C 00001-00001976,,,1,2026,2026-02-18 12:46:13,,2026,1163
2026,410,2026-02-20 00:00:00,1,696,FACT,2954,2026,3075,C,Factura N° B 0006-00002954,,,1,2026,2026-02-20 09:05:58,,2026,1246
2026,412,2026-02-20 00:00:00,1,684,FACT,18339,2026,1259,C,Factura N° B 0009-00018339,,,1,2026,2026-02-20 09:22:55,,2026,1250
2026,415,2026-02-20 00:00:00,1,479,FACT,91,2026,3448,C,Factura N° C 00002-00000091,,,1,2026,2026-02-20 09:40:10,,2026,807
2026,738,2026-03-17 00:00:00,1,904,FACT,1614,2026,2883,A,FACTURA B 0005-00001614,2026-03-17 07:15:53,EC,1,2026,2026-03-17 07:15:33,,2026,1804
2026,464,2026-02-23 00:00:00,1,539,FACT,4997,2026,3165,C,Factura N° B 0001-000004997,,,1,2026,2026-02-23 08:26:14,,2026,969
2026,406,2026-02-19 00:00:00,1,607,FACT,217,2026,41,C,Factura N° C 0002-00000217,,,1,2026,2026-02-19 11:59:12,,2026,1116
2026,408,2026-02-19 00:00:00,1,705,FACT,27927,2026,285,C,Factura N° B 00100-00027927,,,1,2026,2026-02-19 12:03:46,,2026,1299
2026,409,2026-02-19 00:00:00,1,568,FACT,294,2026,2208,C,Factura N° C00003-00000294,,,1,2026,2026-02-19 12:07:16,,2026,1020
2026,447,2026-02-23 00:00:00,1,571,FACT,2087,2026,395,C,Factura N° B 00042-00002087,,,1,2026,2026-02-23 07:30:31,,2026,1012
2026,450,2026-02-23 00:00:00,1,718,FACT,572,2026,57,C,Factura N° C 00002-00000572,,,1,2026,2026-02-23 07:32:40,,2026,1315
2026,452,2026-02-23 00:00:00,1,723,FACT,573,2026,57,C,Factura  N° C 00002-00000573,,,1,2026,2026-02-23 07:35:08,,2026,1361
2026,455,2026-02-23 00:00:00,1,521,FACT,3380,2026,87,C,Factura N° B 0005-00003380,,,1,2026,2026-02-23 07:37:32,,2026,961
2026,459,2026-02-23 00:00:00,1,563,FACT,44778,2026,1876,C,Factura N° B 0011-00044778,,,1,2026,2026-02-23 07:42:59,,2026,1008
2026,463,2026-02-23 00:00:00,1,552,FACT,74805,2026,866,N,"Factura N° B0011-00074805,74806,74807-",,,1,2026,2026-02-23 08:13:20,,2026,1001
2026,465,2026-02-23 00:00:00,1,554,FACT,4992,2026,3165,C,Factura N° B0001-000004992,,,1,2026,2026-02-23 08:28:28,,2026,1002
2026,466,2026-02-23 00:00:00,1,134,FACT,36,2026,3445,C,Factura N° C 00001-00000036,,,1,2026,2026-02-23 09:34:25,,2026,134
2026,467,2026-02-23 00:00:00,1,622,FACT,106,2026,2991,C,Factura N° C0001-00000106,,,1,2026,2026-02-23 09:37:04,,2026,1152
2026,468,2026-02-23 00:00:00,1,616,FACT,197,2026,1603,C,Factura N° B 00003-00000197,,,1,2026,2026-02-23 09:39:43,,2026,1126
2026,469,2026-02-23 00:00:00,1,613,FACT,196,2026,1603,C,Factura N° B 00003-000000196,,,1,2026,2026-02-23 09:41:55,,2026,1109
2026,470,2026-02-23 00:00:00,1,645,FACT,449,2026,2371,C,Factura N° B 00005-00000449,,,1,2026,2026-02-23 09:44:13,,2026,1232
2026,481,2026-02-23 00:00:00,1,721,FACT,4046,2026,300,C,NT 00004046,,,1,2026,2026-02-23 11:57:01,,2026,1357
2026,483,2026-02-23 00:00:00,1,576,FACT,45,2026,2988,C,Factura N° C 000003-00000045,,,1,2026,2026-02-23 12:30:34,,2026,1025
2026,484,2026-02-23 00:00:00,1,727,FACT,7068,2026,1578,C,Factura N° C 00002-000007068,,,1,2026,2026-02-23 12:51:54,,2026,1370
2026,529,2026-02-26 00:00:00,1,692,FACT,12596,2026,879,C,Factura N° B 00003-00012596,,,1,2026,2026-02-26 08:16:00,,2026,1266
2026,530,2026-02-26 00:00:00,1,664,FACT,664,2026,879,C,Factura N° B 00003-00012595,,,1,2026,2026-02-26 08:19:13,,2026,1276
2026,531,2026-02-26 00:00:00,1,685,FACT,12597,2026,879,C,Factura N° B 00003-00012597,,,1,2026,2026-02-26 08:22:30,,2026,1317
2026,541,2026-02-26 00:00:00,1,752,FACT,62,2026,2846,C,Factura N° C 00002-00000062,,,1,2026,2026-02-26 11:19:10,,2026,1466
2026,542,2026-02-27 00:00:00,1,747,FACT,5,2026,3331,C,Factura N°C 00004-000000005,,,1,2026,2026-02-27 07:20:31,,2026,1408
2026,544,2026-02-27 00:00:00,1,598,FACT,2311,2026,3324,C,Factura N° B0001-00002311,,,1,2026,2026-02-27 09:50:46,,2026,1110
2026,411,2026-02-20 00:00:00,1,703,FACT,568,2026,1527,C,Factura C N° 0001-00000568 // 00000569 // 00000570,,,1,2026,2026-02-20 09:13:04,,2026,1293
2026,526,2026-02-26 00:00:00,1,788,FACT,547,2026,2869,C,Factura B N° 0010-00000547,,,1,2026,2026-02-26 07:15:53,,2026,1483
2026,527,2026-02-26 00:00:00,1,784,FACT,549,2026,2869,C,Factura B N° 0010-00000549,,,1,2026,2026-02-26 07:20:21,,2026,1484
2026,547,2026-02-27 00:00:00,1,782,FACT,1816,2026,163,C,Factura N° B00003-00001816,,,1,2026,2026-02-27 10:32:28,,2026,1488
2026,548,2026-02-27 00:00:00,1,781,FACT,781,2026,163,C,Factura N°B000003-00001815,,,1,2026,2026-02-27 10:35:48,,2026,1487
2026,640,2026-03-10 00:00:00,1,875,FACT,974,2026,517,C,FACTURA B 0008-00000974,,,1,2026,2026-03-10 07:44:26,,2026,1748
2026,641,2026-03-10 00:00:00,1,811,FACT,115,2026,3297,C,FACTURA B 00001-00000115,,,1,2026,2026-03-10 07:46:10,,2026,1639
2026,382,2026-02-13 00:00:00,1,612,FACT,1960,2026,19,C,FACT B N ° 00005-00001960,,,1,2026,2026-02-13 12:17:46,,2026,1108
2026,383,2026-02-13 00:00:00,1,441,FACT,104,2026,2843,C,FACT C N ° 00001-00000104,,,1,2026,2026-02-13 12:24:38,,2026,953
2026,384,2026-02-13 00:00:00,1,615,FACT,4009,2026,300,C,FACT B N ° 00007-00004009,,,1,2026,2026-02-13 12:30:06,,2026,1130
2026,284,2026-02-04 00:00:00,1,481,FACT,6019,2026,441,C,FACT B N °  0003-00006019,,,1,2026,2026-02-04 10:49:28,,2026,799
2026,286,2026-02-04 00:00:00,1,418,FACT,6011,2026,441,C,FACT B N ° 0003-00006011,,,1,2026,2026-02-04 11:00:33,,2026,642
2026,287,2026-02-04 00:00:00,1,403,FACT,6013,2026,441,C,FACT B N ° 0003-00006013,,,1,2026,2026-02-04 11:04:53,,2026,550
2026,288,2026-02-04 00:00:00,1,331,FACT,6015,2026,441,C,FACT B N ° 0003-00006015,,,1,2026,2026-02-04 11:07:43,,2026,563
2026,289,2026-02-04 00:00:00,1,322,FACT,6017,2026,441,C,FACT B N ° 0003-00006017,,,1,2026,2026-02-04 11:09:08,,2026,519
2026,362,2026-02-12 00:00:00,1,210,FACT,110447,2026,2209,C,fact b n ° 0002-00110447,,,1,2026,2026-02-12 07:46:40,,2026,250
2026,363,2026-02-12 00:00:00,1,400,FACT,110458,2026,2209,C,fact b n ° 0002-00110458,,,1,2026,2026-02-12 07:48:12,,2026,547
2026,364,2026-02-12 00:00:00,1,445,FACT,11457,2026,2209,C,fact b n ° 0002-00110457,,,1,2026,2026-02-12 07:49:11,,2026,681
2026,365,2026-02-12 00:00:00,1,283,FACT,110455,2026,2209,C,fact b n ° 0002-00110455,,,1,2026,2026-02-12 07:50:06,,2026,441
2026,366,2026-02-12 00:00:00,1,310,FACT,110446,2026,2209,C,fact b n ° 0002-001102446,,,1,2026,2026-02-12 07:53:00,,2026,595
2026,367,2026-02-12 00:00:00,1,317,FACT,110445,2026,2209,C,fact b n ° 0002-00110445/110814,,,1,2026,2026-02-12 07:54:37,,2026,483
2026,368,2026-02-12 00:00:00,1,308,FACT,110443,2026,2209,C,fact b n ° 0002-00110443,,,1,2026,2026-02-12 07:55:54,,2026,594
2026,369,2026-02-12 00:00:00,1,401,FACT,110444,2026,2209,C,fact b n ° 0002-00110444,,,1,2026,2026-02-12 07:57:01,,2026,548
2026,372,2026-02-12 00:00:00,1,476,FACT,697,2026,3287,C,fact b n ° 0002-00000697,,,1,2026,2026-02-12 11:30:15,,2026,679
2026,373,2026-02-12 00:00:00,1,489,FACT,700,2026,3287,C,fact b n ° 0002-00000700,,,1,2026,2026-02-12 11:31:02,,2026,802
2026,374,2026-02-12 00:00:00,1,553,FACT,701,2026,3287,C,fact b n ° 0002-00000701,,,1,2026,2026-02-12 11:31:44,,2026,976
2026,622,2026-03-06 00:00:00,1,845,FACT,712,2026,3287,C,fact b n ° 0002-00000712,,,1,2026,2026-03-06 07:11:23,,2026,1658
2026,623,2026-03-06 00:00:00,1,862,FACT,9268,2026,688,C,fact b n ° 0005-00009268,,,1,2026,2026-03-06 07:15:04,,2026,1719
2026,626,2026-03-06 00:00:00,1,5473,FACT,601,2026,68,C,FACT C N ° 00002-00000601,,,1,2025,2026-03-06 10:13:43,,2025,9623
2026,627,2026-03-06 00:00:00,1,597,FACT,660,2026,90,C,fact b n ° 00008-00000660/00000659,,,1,2026,2026-03-06 11:08:57,,2026,1075
2026,490,2026-02-24 00:00:00,1,719,FACT,12578,2026,879,C,Factura B N° 00003-00012578,,,1,2026,2026-02-24 10:06:15,,2026,1355
2026,491,2026-02-24 00:00:00,1,689,FACT,12577,2026,879,C,Factura B N° 00003-00012577,,,1,2026,2026-02-24 10:10:18,,2026,1287
2026,492,2026-02-24 00:00:00,1,171,FACT,2298,2026,1213,C,Factura B N° 00006-00002298,,,1,2026,2026-02-24 10:21:13,,2026,360
2026,493,2026-02-24 00:00:00,1,131,FACT,2297,2026,1213,C,Factura B N° 00006-00002297,,,1,2026,2026-02-24 10:23:33,,2026,133
2026,495,2026-02-24 00:00:00,1,766,FACT,766,2026,3075,C,Factura N° B 0006-00002966,,,1,2026,2026-02-24 11:33:23,,2026,1414
2026,513,2026-02-25 00:00:00,1,742,FACT,7930,2026,169,C,Factura N° B 0000004-00007930,,,1,2026,2026-02-25 09:53:55,,2026,1402
2026,496,2026-02-24 00:00:00,1,618,FACT,618,2026,2410,C,Factura N° C 00002-000001059,,,1,2026,2026-02-24 12:41:58,,2026,1127
2026,497,2026-02-24 00:00:00,1,629,FACT,1060,2026,2410,C,Factura N° C 00002-00001060,,,1,2026,2026-02-24 12:46:12,,2026,1206
